sdz2021_code,statistic,value
N21000448,Multiple Deprivation Measure (Rank),41
N21000448,Income Domain (Rank),21
N21000448,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,826
N21000448,Employment Domain (18-64 years) (Rank),36
N21000448,Proportion of the working age population who are employment deprived,820
N21000448,Health Deprivation and Disability Domain (Rank),79
N21000448,"Education, Skills and Training Domain (Rank)",66
N21000448,Access to Services Domain (Rank),573
N21000449,Multiple Deprivation Measure (Rank),209
N21000449,Income Domain (Rank),143
N21000449,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,674
N21000449,Employment Domain (18-64 years) (Rank),388
N21000449,Proportion of the working age population who are employment deprived,434
N21000449,Health Deprivation and Disability Domain (Rank),433
N21000449,"Education, Skills and Training Domain (Rank)",541
N21000449,Access to Services Domain (Rank),12
N21000450,Multiple Deprivation Measure (Rank),48
N21000450,Income Domain (Rank),24
N21000450,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,837
N21000450,Employment Domain (18-64 years) (Rank),37
N21000450,Proportion of the working age population who are employment deprived,830
N21000450,Health Deprivation and Disability Domain (Rank),72
N21000450,"Education, Skills and Training Domain (Rank)",63
N21000450,Access to Services Domain (Rank),558
N21000451,Multiple Deprivation Measure (Rank),96
N21000451,Income Domain (Rank),141
N21000451,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,692
N21000451,Employment Domain (18-64 years) (Rank),62
N21000451,Proportion of the working age population who are employment deprived,791
N21000451,Health Deprivation and Disability Domain (Rank),114
N21000451,"Education, Skills and Training Domain (Rank)",113
N21000451,Access to Services Domain (Rank),467
N21000452,Multiple Deprivation Measure (Rank),115
N21000452,Income Domain (Rank),210
N21000452,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,681
N21000452,Employment Domain (18-64 years) (Rank),68
N21000452,Proportion of the working age population who are employment deprived,784
N21000452,Health Deprivation and Disability Domain (Rank),132
N21000452,"Education, Skills and Training Domain (Rank)",128
N21000452,Access to Services Domain (Rank),476
N21000453,Multiple Deprivation Measure (Rank),139
N21000453,Income Domain (Rank),155
N21000453,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,734
N21000453,Employment Domain (18-64 years) (Rank),155
N21000453,Proportion of the working age population who are employment deprived,689
N21000453,Health Deprivation and Disability Domain (Rank),242
N21000453,"Education, Skills and Training Domain (Rank)",230
N21000453,Access to Services Domain (Rank),190
N21000454,Multiple Deprivation Measure (Rank),149
N21000454,Income Domain (Rank),262
N21000454,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,571
N21000454,Employment Domain (18-64 years) (Rank),94
N21000454,Proportion of the working age population who are employment deprived,761
N21000454,Health Deprivation and Disability Domain (Rank),177
N21000454,"Education, Skills and Training Domain (Rank)",143
N21000454,Access to Services Domain (Rank),418
N21000455,Multiple Deprivation Measure (Rank),158
N21000455,Income Domain (Rank),225
N21000455,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,654
N21000455,Employment Domain (18-64 years) (Rank),140
N21000455,Proportion of the working age population who are employment deprived,690
N21000455,Health Deprivation and Disability Domain (Rank),207
N21000455,"Education, Skills and Training Domain (Rank)",211
N21000455,Access to Services Domain (Rank),225
N21000456,Multiple Deprivation Measure (Rank),142
N21000456,Income Domain (Rank),268
N21000456,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,618
N21000456,Employment Domain (18-64 years) (Rank),106
N21000456,Proportion of the working age population who are employment deprived,716
N21000456,Health Deprivation and Disability Domain (Rank),188
N21000456,"Education, Skills and Training Domain (Rank)",177
N21000456,Access to Services Domain (Rank),239
N21000457,Multiple Deprivation Measure (Rank),152
N21000457,Income Domain (Rank),215
N21000457,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,606
N21000457,Employment Domain (18-64 years) (Rank),144
N21000457,Proportion of the working age population who are employment deprived,700
N21000457,Health Deprivation and Disability Domain (Rank),197
N21000457,"Education, Skills and Training Domain (Rank)",226
N21000457,Access to Services Domain (Rank),191
N21000458,Multiple Deprivation Measure (Rank),266
N21000458,Income Domain (Rank),381
N21000458,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,434
N21000458,Employment Domain (18-64 years) (Rank),301
N21000458,Proportion of the working age population who are employment deprived,553
N21000458,Health Deprivation and Disability Domain (Rank),425
N21000458,"Education, Skills and Training Domain (Rank)",454
N21000458,Access to Services Domain (Rank),44
N21000459,Multiple Deprivation Measure (Rank),141
N21000459,Income Domain (Rank),184
N21000459,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,661
N21000459,Employment Domain (18-64 years) (Rank),160
N21000459,Proportion of the working age population who are employment deprived,691
N21000459,Health Deprivation and Disability Domain (Rank),194
N21000459,"Education, Skills and Training Domain (Rank)",312
N21000459,Access to Services Domain (Rank),157
N21000460,Multiple Deprivation Measure (Rank),178
N21000460,Income Domain (Rank),229
N21000460,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,586
N21000460,Employment Domain (18-64 years) (Rank),192
N21000460,Proportion of the working age population who are employment deprived,654
N21000460,Health Deprivation and Disability Domain (Rank),251
N21000460,"Education, Skills and Training Domain (Rank)",287
N21000460,Access to Services Domain (Rank),151
N21000461,Multiple Deprivation Measure (Rank),123
N21000461,Income Domain (Rank),165
N21000461,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,696
N21000461,Employment Domain (18-64 years) (Rank),141
N21000461,Proportion of the working age population who are employment deprived,708
N21000461,Health Deprivation and Disability Domain (Rank),186
N21000461,"Education, Skills and Training Domain (Rank)",280
N21000461,Access to Services Domain (Rank),162
N21000462,Multiple Deprivation Measure (Rank),452
N21000462,Income Domain (Rank),327
N21000462,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,514
N21000462,Employment Domain (18-64 years) (Rank),567
N21000462,Proportion of the working age population who are employment deprived,278
N21000462,Health Deprivation and Disability Domain (Rank),640
N21000462,"Education, Skills and Training Domain (Rank)",466
N21000462,Access to Services Domain (Rank),78
N21000463,Multiple Deprivation Measure (Rank),176
N21000463,Income Domain (Rank),25
N21000463,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,817
N21000463,Employment Domain (18-64 years) (Rank),514
N21000463,Proportion of the working age population who are employment deprived,302
N21000463,Health Deprivation and Disability Domain (Rank),700
N21000463,"Education, Skills and Training Domain (Rank)",538
N21000463,Access to Services Domain (Rank),3
N21000464,Multiple Deprivation Measure (Rank),221
N21000464,Income Domain (Rank),77
N21000464,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,743
N21000464,Employment Domain (18-64 years) (Rank),304
N21000464,Proportion of the working age population who are employment deprived,551
N21000464,Health Deprivation and Disability Domain (Rank),418
N21000464,"Education, Skills and Training Domain (Rank)",313
N21000464,Access to Services Domain (Rank),158
N21000465,Multiple Deprivation Measure (Rank),175
N21000465,Income Domain (Rank),39
N21000465,Proportion of the population living in households whose equivalised income is below 60 per cent of the NI median,782
